key_0,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Delay,Predicted_date
11448,CA02,140104423,METRO  corp,,2020,2960623254,23-03-2020,20200323,20200323,04-04-2020,CAD,RV,1,58017.08,20200325,CA10,2960623254,1,2.169835234,06-04-2020
11453,U001,200759878,SA in,,2020,1930637717,12-03-2020,20200311,20200312,27-03-2020,USD,RV,1,15501.58,20200312,NAH4,1930637717,1,1.010989011,28-03-2020
11454,U001,200762301,C&S WH corp,,2020,1930801691,20-04-2020,20200420,20200420,05-05-2020,USD,RV,1,56989.63,20200420,NAC6,1930801691,1,1.010989011,06-05-2020
11460,U001,200769623,WAL-MAR us,,2020,1930723825,01-04-2020,20200331,20200401,16-04-2020,USD,RV,1,2998.46,20200401,NAH4,1930723825,1,1.010989011,17-04-2020
11462,U001,200803720,DEC llc,,2020,1930699706,25-03-2020,20200325,20200325,26-03-2020,USD,RV,1,7909.89,20200316,NAM2,1930699706,1,1.010989011,27-03-2020
11469,U001,200769623,WAL-MAR foundation,,2020,1930665925,17-03-2020,20200318,20200317,01-04-2020,USD,RV,1,8208.23,20200317,NAH4,1930665925,1,1.010989011,02-04-2020
11473,U001,200705742,DOT co,,2020,1930862964,06-05-2020,20200506,20200506,26-05-2020,USD,RV,1,13863.38,20200506,NAD1,1930862964,1,1.010989011,27-05-2020
11477,U001,200792293,UNIFIE corporation,,2020,1930593686,04-03-2020,20200303,20200304,19-03-2020,USD,RV,1,66407.89,20200304,NAA8,1930593686,1,1.010989011,20-03-2020
11492,U001,200769623,WAL-MAR us,,2020,1930712051,29-03-2020,20200328,20200329,13-04-2020,USD,RV,1,57934.63,20200329,NAH4,1930712051,1,1.010989011,14-04-2020
11493,U001,200763489,GENERAL systems,,2020,1930594501,03-03-2020,20200303,20200303,18-03-2020,USD,RV,1,0.17,20200303,NAX2,1930594501,1,-1.848095849,16-03-2020
11494,U001,200078854,MC A systems,,2020,1930690084,24-03-2020,20200324,20200324,28-05-2020,USD,RV,1,85.65,20200324,NAGD,1930690084,1,1.010989011,29-05-2020
11506,U001,200705742,DOT co,,2020,1930686957,23-03-2020,20200323,20200323,07-04-2020,USD,RV,1,2587.51,20200323,NAA8,1930686957,1,1.010989011,08-04-2020
11507,CA02,140104440,SO corporation,,2020,2960625784,01-04-2020,20200401,20200401,11-04-2020,CAD,RV,1,55792.57,20200401,CA10,2960625784,1,2.169835234,13-04-2020
11513,U001,200769623,WAL-MAR corporation,,2020,1930758337,07-04-2020,20200407,20200407,22-04-2020,USD,RV,1,27447.69,20200407,NAH4,1930758337,1,1.010989011,23-04-2020
11515,U001,200706844,WINC foundation,,2020,1930639861,11-03-2020,20200311,20200311,26-03-2020,USD,RV,1,48662.4,20200311,NAA8,1930639861,1,1.010989011,27-03-2020
11518,U001,200886415,COSTCO corporation,,2020,1930820199,29-04-2020,20200423,20200429,14-05-2020,USD,RV,1,18537.12,20200429,NAA8,1930820199,1,1.010989011,15-05-2020
11527,U001,200769623,WAL-MAR co,,2020,1930713927,02-04-2020,20200328,20200402,17-04-2020,USD,RV,1,27260.26,20200402,NAH4,1930713927,1,1.010989011,18-04-2020
11530,CA02,140106408,WAL-M llc,,2020,2960626200,02-04-2020,20200402,20200402,12-04-2020,CAD,RV,1,2874.24,20200402,CA10,2960626200,1,2.169835234,14-04-2020
11541,U001,200769623,WAL-MAR corp,,2020,1930716258,30-03-2020,20200328,20200330,14-04-2020,USD,RV,1,996.04,20200330,NAH4,1930716258,1,1.010989011,15-04-2020
11549,U001,200769623,WAL-MAR systems,,2020,1930717802,29-03-2020,20200328,20200329,13-04-2020,USD,RV,1,40153.65,20200329,NAH4,1930717802,1,1.010989011,14-04-2020
11554,U001,200726979,BJ'S  systems,,2020,1930629987,11-03-2020,20200310,20200311,26-03-2020,USD,RV,1,2568.2,20200311,NAA8,1930629987,1,1.010989011,27-03-2020
11557,U001,200726979,BJ'S  ,,2020,1930779895,06-04-2020,20200413,20200406,21-04-2020,USD,RV,1,296.36,20200406,NAA8,1930779895,1,1.010989011,22-04-2020
11560,CA02,140104472,MARTIN in,,2020,2960619505,11-03-2020,20200311,20200311,23-03-2020,CAD,RV,1,31241.52,20200313,CA10,2960619505,1,2.169835234,25-03-2020
11562,CA02,140104409,LOB associates,,2020,2960629123,17-04-2020,20200417,20200417,28-04-2020,CAD,RV,1,249072.06,20200418,CA10,2960629123,1,2.169835234,30-04-2020
11585,U001,200794332,COST in,,2020,1930613927,08-03-2020,20200306,20200308,23-03-2020,USD,RV,1,36426.88,20200308,NAAX,1930613927,1,1.010989011,24-03-2020
11594,U001,200696090,UNITE corporation,,2020,1930571226,28-02-2020,20200226,20200228,14-03-2020,USD,RV,1,7482.48,20200228,NAA8,1930571226,1,1.010989011,15-03-2020
11606,U001,200772670,ASSOCIAT us,,2020,1930764614,10-04-2020,20200408,20200410,25-04-2020,USD,RV,1,21346.46,20200410,NAU5,1930764614,1,93.66666667,27-07-2020
11607,U001,200721530,REDNE associates,,2020,1930671246,19-03-2020,20200319,20200319,03-04-2020,USD,RV,1,32667.1,20200319,NAA8,1930671246,1,1.010989011,04-04-2020
11609,U001,200769623,WAL-MAR in,,2020,1930789694,17-04-2020,20200416,20200417,02-05-2020,USD,RV,1,3983.68,20200417,NAH4,1930789694,1,1.010989011,03-05-2020
11619,U001,200769623,WAL-MAR in,,2020,1930653363,16-03-2020,20200315,20200316,31-03-2020,USD,RV,1,44063.29,20200316,NAH4,1930653363,1,1.010989011,01-04-2020
11641,U001,200769623,WAL-MAR co,,2020,1930729711,02-04-2020,20200401,20200402,17-04-2020,USD,RV,1,19141.79,20200402,NAH4,1930729711,1,1.010989011,18-04-2020
11646,U001,200455322,PEA in,,2020,1930809379,21-04-2020,20200421,20200421,21-05-2020,USD,RV,1,51239.97,20200421,NAD5,1930809379,1,1.010989011,22-05-2020
11654,U001,200782001,GORDO co,,2020,1930606818,05-03-2020,20200305,20200305,20-03-2020,USD,RV,1,17032.24,20200305,NAA8,1930606818,1,1.010989011,21-03-2020
11670,U001,200769623,WAL-MAR corp,,2020,1930778894,14-04-2020,20200412,20200414,29-04-2020,USD,RV,1,3217.69,20200414,NAH4,1930778894,1,1.010989011,30-04-2020
11671,U001,200705742,DOT systems,,2020,1930767157,09-04-2020,20200408,20200409,13-05-2020,USD,RV,1,11785.35,20200409,NAAW,1930767157,1,1.010989011,14-05-2020
11681,U001,CCCA02,KRAFT  trust,,2020,1930657458,17-03-2020,20200316,20200317,21-04-2020,USD,RV,1,7608,20200317,NAG2,1930657458,1,1.010989011,22-04-2020
11683,U001,200769623,WAL-MAR llc,,2020,1930689305,23-03-2020,20200323,20200323,07-04-2020,USD,RV,1,16052.57,20200323,NAH4,1930689305,1,1.010989011,08-04-2020
11686,U001,200749225,SUPER  corporation,,2020,1930705063,27-03-2020,20200326,20200327,11-04-2020,USD,RV,1,20288.25,20200327,NAA8,1930705063,1,1.010989011,12-04-2020
11699,U001,200726979,BJ'S  trust,,2020,1930611253,06-03-2020,20200306,20200306,21-03-2020,USD,RV,1,369.01,20200306,NAA8,1930611253,1,1.010989011,22-03-2020
11703,U001,200353024,DECA corporation,,2020,1930811591,22-04-2020,20200422,20200422,09-05-2020,USD,RV,1,965.04,20200416,NAM4,1930811591,1,93.66666667,10-08-2020
11711,CA02,100030194,AMAZO trust,,2020,2960626580,13-04-2020,20200413,20200413,01-05-2020,CAD,RV,1,3024,20200421,CA10,2960626580,1,2.169835234,03-05-2020
11718,U001,200704045,RA corp,,2020,1930783362,14-04-2020,20200414,20200414,29-04-2020,USD,RV,1,9894.25,20200414,NAA8,1930783362,1,1.010989011,30-04-2020
11719,CA02,140104409,LOB co,,2020,2960620910,13-03-2020,20200313,20200313,23-03-2020,CAD,RV,1,100461.5,20200313,CA10,2960620910,1,2.169835234,25-03-2020
11723,U001,200769623,WAL-MAR associates,,2020,1930781537,14-04-2020,20200413,20200414,29-04-2020,USD,RV,1,1069.75,20200414,NAH4,1930781537,1,1.010989011,30-04-2020
11724,U001,CCCA02,KRAFT  foundation,,2020,1930645882,13-03-2020,20200312,20200313,17-04-2020,USD,RV,1,7752,20200313,NAG2,1930645882,1,1.010989011,18-04-2020
11737,U001,200778870,C ,,2020,1930831890,28-04-2020,20200428,20200428,13-05-2020,USD,RV,1,47096.81,20200428,NAA8,1930831890,1,1.010989011,14-05-2020
11743,U001,200799342,MITCH co,,2020,1930711989,27-03-2020,20200327,20200327,11-04-2020,USD,RV,1,55857.37,20200327,NAA8,1930711989,1,1.010989011,12-04-2020
11749,U001,200744019,TARG associates,,2020,1930701274,30-03-2020,20200330,20200330,14-04-2020,USD,RV,1,33664.17,20200330,NAA8,1930701274,1,1.010989011,15-04-2020
11754,CA02,140104440,SO corp,,2020,2960620688,17-03-2020,20200317,20200317,30-03-2020,CAD,RV,1,235769.88,20200320,CA10,2960620688,1,2.169835234,01-04-2020
11755,U001,200759878,SA corporation,,2020,1930757961,09-04-2020,20200406,20200409,24-04-2020,USD,RV,1,28047.58,20200409,NAH4,1930757961,1,1.010989011,25-04-2020
11763,U001,200337148,COAS in,,2020,1930571202,28-02-2020,20200226,20200228,14-03-2020,USD,RV,1,4793,20200228,NAA8,1930571202,1,1.010989011,15-03-2020
11765,U001,200781831,RITE systems,,2020,1930826279,24-04-2020,20200425,20200424,09-05-2020,USD,RV,1,29527.89,20200424,NAA8,1930826279,1,1.010989011,10-05-2020
11769,U001,CCU013,KRAFT F foundation,,2020,1930641009,15-03-2020,20200311,20200315,15-03-2020,USD,RV,1,3084,20200315,NAX2,1930641009,1,-1.848095849,13-03-2020
11774,U001,200769623,WAL-MAR ,,2020,1930716724,30-03-2020,20200328,20200330,14-04-2020,USD,RV,1,57903.77,20200330,NAH4,1930716724,1,1.010989011,15-04-2020
11779,U001,200769623,WAL-MAR foundation,,2020,1930746178,04-04-2020,20200404,20200404,19-04-2020,USD,RV,1,16820.68,20200404,NAH4,1930746178,1,1.010989011,20-04-2020
11789,U001,200769623,WAL-MAR llc,,2020,1930837754,30-04-2020,20200429,20200430,15-05-2020,USD,RV,1,28976.65,20200430,NAH4,1930837754,1,1.010989011,16-05-2020
11792,U001,200769623,WAL-MAR co,,2020,1930580235,29-02-2020,20200227,20200229,15-03-2020,USD,RV,1,15782.42,20200229,NAH4,1930580235,1,1.010989011,16-03-2020
11794,U001,200762301,C&S WH llc,,2020,1930723687,31-03-2020,20200331,20200331,15-04-2020,USD,RV,1,3500.11,20200331,NAC6,1930723687,1,1.010989011,16-04-2020
11796,U001,200726979,BJ'S  foundation,,2020,1930856920,05-05-2020,20200504,20200505,20-05-2020,USD,RV,1,285.8,20200505,NAA8,1930856920,1,1.010989011,21-05-2020
11798,U001,200782001,GORDO in,,2020,1930645913,12-03-2020,20200312,20200312,27-03-2020,USD,RV,1,31086.3,20200312,NAA8,1930645913,1,1.010989011,28-03-2020
11799,U001,200936373,SUPE trust,,2020,1930842723,30-04-2020,20200430,20200430,15-05-2020,USD,RV,1,35286.74,20200430,NAA8,1930842723,1,1.010989011,16-05-2020
11812,U001,200769623,WAL-MAR llc,,2020,1930610015,06-03-2020,20200305,20200306,21-03-2020,USD,RV,1,41491.86,20200306,NAH4,1930610015,1,1.010989011,22-03-2020
11817,U001,200148860,DOLLA corporation,,2020,1930876413,08-05-2020,20200507,20200508,23-05-2020,USD,RV,1,15367.37,20200508,NAA8,1930876413,1,1.010989011,24-05-2020
11822,U001,200769623,WAL-MAR corporation,,2020,1930699904,25-03-2020,20200325,20200325,09-04-2020,USD,RV,1,29079.29,20200325,NAH4,1930699904,1,1.010989011,10-04-2020
11826,U001,200726979,BJ'S  us,,2020,1930624164,12-03-2020,20200309,20200312,27-03-2020,USD,RV,1,17033.43,20200312,NAA8,1930624164,1,1.010989011,28-03-2020
11827,U001,200769623,WAL-MAR systems,,2020,1930800379,19-04-2020,20200418,20200419,04-05-2020,USD,RV,1,51848.7,20200419,NAH4,1930800379,1,1.010989011,05-05-2020
11829,U001,200769623,WAL-MAR ,,2020,1930881426,09-05-2020,20200508,20200509,24-05-2020,USD,RV,1,37824.32,20200509,NAH4,1930881426,1,1.010989011,25-05-2020
11831,U001,200794332,COST corp,,2020,1930706234,27-03-2020,20200326,20200327,11-04-2020,USD,RV,1,36014,20200327,NAAX,1930706234,1,1.010989011,12-04-2020
11836,U001,200769623,WAL-MAR systems,,2020,1930686326,22-03-2020,20200322,20200322,06-04-2020,USD,RV,1,4474.85,20200322,NAH4,1930686326,1,1.010989011,07-04-2020
11838,U001,200749782,KROG corporation,,2020,1930624613,10-03-2020,20200309,20200310,25-03-2020,USD,RV,1,9594.26,20200310,NAA8,1930624613,1,1.010989011,26-03-2020
11841,U001,200726979,BJ'S  trust,,2020,1930803702,21-04-2020,20200420,20200421,06-05-2020,USD,RV,1,425.26,20200421,NAA8,1930803702,1,1.010989011,07-05-2020
11846,U001,200020431,DEC ,,2020,1930817762,23-04-2020,20200423,20200423,26-04-2020,USD,RV,1,13612.45,20200416,NAM2,1930817762,1,1.010989011,27-04-2020
11850,U001,200749225,SUPER  foundation,,2020,1930704285,27-03-2020,20200326,20200327,11-04-2020,USD,RV,1,104021.07,20200327,NAA8,1930704285,1,1.010989011,12-04-2020
11851,U001,200769623,WAL-MAR us,,2020,1930802297,19-04-2020,20200420,20200419,04-05-2020,USD,RV,1,19070.92,20200419,NAH4,1930802297,1,1.010989011,05-05-2020
11855,U001,200729942,SA trust,,2020,1930757360,06-04-2020,20200406,20200406,21-04-2020,USD,RV,1,10421.83,20200406,NAA8,1930757360,1,1.010989011,22-04-2020
11859,U001,200726979,BJ'S  ,,2020,1930772952,10-04-2020,20200410,20200410,25-04-2020,USD,RV,1,142.34,20200410,NAA8,1930772952,1,1.010989011,26-04-2020
11860,U001,200793568,SUPE co,,2020,1930815019,23-04-2020,20200422,20200423,08-05-2020,USD,RV,1,70502.42,20200423,NAA8,1930815019,1,1.010989011,09-05-2020
11874,U001,200915438,GROC trust,,2020,1930819321,30-04-2020,20200423,20200430,15-05-2020,USD,RV,1,1160,20200430,NAA8,1930819321,1,1.010989011,16-05-2020
11882,U001,200769623,WAL-MAR corporation,,2020,1930623425,13-03-2020,20200308,20200313,28-03-2020,USD,RV,1,542.11,20200313,NAH4,1930623425,1,1.010989011,29-03-2020
11884,CA02,140104440,SO foundation,,2020,2960628222,14-04-2020,20200414,20200414,03-05-2020,CAD,RV,1,199698.87,20200423,CA10,2960628222,1,2.169835234,05-05-2020
11888,U001,200915438,GROC us,,2020,1930768045,14-04-2020,20200409,20200414,29-04-2020,USD,RV,1,28113,20200414,NAA8,1930768045,1,1.010989011,30-04-2020
11892,U001,200769623,WAL-MAR associates,,2020,1930806245,21-04-2020,20200421,20200421,06-05-2020,USD,RV,1,38817.49,20200421,NAH4,1930806245,1,1.010989011,07-05-2020
11902,U001,200769623,WAL-MAR llc,,2020,1930646801,13-03-2020,20200312,20200313,28-03-2020,USD,RV,1,5276.62,20200313,NAH4,1930646801,1,1.010989011,29-03-2020
11908,U001,200778355,US  ,,2020,1930577203,28-02-2020,20200227,20200228,14-03-2020,USD,RV,1,32698.14,20200228,NAA8,1930577203,1,1.010989011,15-03-2020
11909,U001,200769623,WAL-MAR ,,2020,1930858252,06-05-2020,20200505,20200506,21-05-2020,USD,RV,1,14267.92,20200506,NAH4,1930858252,1,1.010989011,22-05-2020
11916,U001,200769623,WAL-MAR associates,,2020,1930826150,25-04-2020,20200425,20200425,10-05-2020,USD,RV,1,7960.1,20200425,NAH4,1930826150,1,1.010989011,11-05-2020
11917,U001,200386051,W H us,,2020,1930593529,04-03-2020,20200303,20200304,19-03-2020,USD,RV,1,11044.52,20200304,NAA8,1930593529,1,1.010989011,20-03-2020
11923,U001,200769623,WAL-MAR associates,,2020,1930858150,04-05-2020,20200505,20200504,19-05-2020,USD,RV,1,2217.08,20200504,NAH4,1930858150,1,1.010989011,20-05-2020
11928,U001,200769623,WAL-MAR systems,,2020,1930822620,25-04-2020,20200424,20200425,10-05-2020,USD,RV,1,14012.51,20200425,NAH4,1930822620,1,1.010989011,11-05-2020
11939,U001,200789077,US  systems,,2020,1930730177,01-04-2020,20200401,20200401,16-04-2020,USD,RV,1,5822.36,20200401,NAA8,1930730177,1,1.010989011,17-04-2020
11945,U001,200418007,AM corp,,2020,1930577702,02-03-2020,20200302,20200302,17-03-2020,USD,RV,1,1463.82,20200302,NAA8,1930577702,1,1.010989011,18-03-2020
11948,U001,200739006,AL in,,2020,1930610054,06-03-2020,20200305,20200306,21-03-2020,USD,RV,1,21300,20200306,NAA8,1930610054,1,1.010989011,22-03-2020
11954,U001,CCU013,KRAFT F trust,,2020,1930571604,28-02-2020,20200226,20200228,28-02-2020,USD,RV,1,15.12,20200228,NAX2,1930571604,1,-1.848095849,26-02-2020
11955,U001,200769623,WAL-MAR llc,,2020,1930598046,04-03-2020,20200304,20200304,19-03-2020,USD,RV,1,1898.2,20200304,NAH4,1930598046,1,1.010989011,20-03-2020
11956,U001,200793830,M systems,,2020,1930814596,22-04-2020,20200422,20200422,07-05-2020,USD,RV,1,8005.88,20200422,NAA8,1930814596,1,1.010989011,08-05-2020
11970,U001,200769623,WAL-MAR in,,2020,1930877685,08-05-2020,20200508,20200508,23-05-2020,USD,RV,1,16047.59,20200508,NAH4,1930877685,1,1.010989011,24-05-2020
11974,U001,200769623,WAL-MAR systems,,2020,1930737190,04-04-2020,20200402,20200404,19-04-2020,USD,RV,1,32660.26,20200404,NAH4,1930737190,1,1.010989011,20-04-2020
11978,U001,200071186,FATH us,,2020,1930688745,24-03-2020,20200323,20200324,08-04-2020,USD,RV,1,54149.04,20200324,NAA8,1930688745,1,1.010989011,09-04-2020
11987,U001,200794332,COST foundation,,2020,1930799372,20-04-2020,20200419,20200420,05-05-2020,USD,RV,1,50348,20200420,NAAX,1930799372,1,1.010989011,06-05-2020
11989,U001,200762301,C&S WH us,,2020,1930674547,21-03-2020,20200320,20200321,05-04-2020,USD,RV,1,9862.76,20200321,NAC6,1930674547,1,1.010989011,06-04-2020
11991,CA02,140104240,FEDER in,,2020,2960628029,11-04-2020,20200411,20200411,28-04-2020,CAD,RV,1,131400.69,20200418,CA10,2960628029,1,2.169835234,30-04-2020
12007,U001,200769623,WAL-MAR associates,,2020,1930885501,11-05-2020,20200510,20200511,26-05-2020,USD,RV,1,572.74,20200511,NAH4,1930885501,1,1.010989011,27-05-2020
12012,CA02,140106421,EBER co,,2020,2960617944,02-03-2020,20200302,20200302,20-03-2020,CAD,RV,1,13130,20200310,CA10,2960617944,1,2.169835234,22-03-2020
12020,U001,200726979,BJ'S  us,,2020,1930641660,12-03-2020,20200311,20200312,27-03-2020,USD,RV,1,22085.07,20200312,NAA8,1930641660,1,1.010989011,28-03-2020
12021,U001,200769623,WAL-MAR foundation,,2020,1930682089,22-03-2020,20200321,20200322,06-04-2020,USD,RV,1,240.38,20200322,NAH4,1930682089,1,1.010989011,07-04-2020
12023,U001,200078795,H T H us,,2020,1930723111,30-03-2020,20200330,20200330,14-04-2020,USD,RV,1,14437.24,20200330,NAA8,1930723111,1,1.010989011,15-04-2020
12024,U001,200769623,WAL-MAR co,,2020,1930652146,16-03-2020,20200314,20200316,31-03-2020,USD,RV,1,11155.6,20200316,NAH4,1930652146,1,1.010989011,01-04-2020
12028,U001,200759878,SA in,,2020,1930775102,10-04-2020,20200410,20200410,25-04-2020,USD,RV,1,44312.27,20200410,NAH4,1930775102,1,1.010989011,26-04-2020
12048,U001,200793513,KROGER in,,2020,1930686679,23-03-2020,20200323,20200323,07-04-2020,USD,RV,1,12584.67,20200323,NAA8,1930686679,1,1.010989011,08-04-2020
12051,U001,200726979,BJ'S  co,,2020,1930645932,12-03-2020,20200312,20200312,27-03-2020,USD,RV,1,55.21,20200312,NAA8,1930645932,1,1.010989011,28-03-2020
12061,U001,200743996,STATER  corp,,2020,1930620252,09-03-2020,20200307,20200309,13-05-2020,USD,RV,1,4120.02,20200309,NAGD,1930620252,1,1.010989011,14-05-2020
12063,CA02,100029649,LES ENTRE systems,,2020,2960625091,31-03-2020,20200331,20200331,11-04-2020,CAD,RV,1,7649.75,20200401,CA10,2960625091,1,2.169835234,13-04-2020
12067,U001,200769623,WAL-MAR llc,,2020,1930630120,10-03-2020,20200310,20200310,25-03-2020,USD,RV,1,20707.69,20200310,NAH4,1930630120,1,1.010989011,26-03-2020
12070,U001,200726979,BJ'S  systems,,2020,1930772941,09-04-2020,20200410,20200409,24-04-2020,USD,RV,1,781.32,20200409,NAA8,1930772941,1,1.010989011,25-04-2020
12072,U001,200713007,KEEFE  trust,,2020,1930679364,20-03-2020,20200320,20200320,04-04-2020,USD,RV,1,32993.86,20200320,NAA8,1930679364,1,1.010989011,05-04-2020
12077,U001,200762301,C&S WH corporation,,2020,1930772721,11-04-2020,20200409,20200411,26-04-2020,USD,RV,1,112179.09,20200411,NAC6,1930772721,1,1.010989011,27-04-2020
12094,U001,200726979,BJ'S  systems,,2020,1930686402,23-03-2020,20200322,20200323,07-04-2020,USD,RV,1,717.8,20200323,NAA8,1930686402,1,1.010989011,08-04-2020
12099,U001,200704858,WAKE llc,,2020,1930664911,18-03-2020,20200317,20200318,02-04-2020,USD,RV,1,12256.87,20200318,NAA8,1930664911,1,1.010989011,03-04-2020
12102,U001,200770677,KRAS trust,,2020,1930608343,07-03-2020,20200305,20200307,22-03-2020,USD,RV,1,50912.3,20200307,NAA8,1930608343,1,1.010989011,23-03-2020
12104,U001,200792734,MDV/ systems,,2020,1930789603,15-04-2020,20200415,20200415,30-04-2020,USD,RV,1,11900.39,20200415,NAA8,1930789603,1,1.010989011,01-05-2020
12107,CA02,140104440,SO trust,,2020,2960621763,20-03-2020,20200320,20200320,03-04-2020,CAD,RV,1,42888.95,20200324,CA10,2960621763,1,2.169835234,05-04-2020
12108,U001,200769623,WAL-MAR corporation,,2020,1930855220,04-05-2020,20200503,20200504,19-05-2020,USD,RV,1,16045.16,20200504,NAH4,1930855220,1,1.010989011,20-05-2020
12110,U001,200712105,WALG us,,2020,1930638062,11-03-2020,20200311,20200311,26-03-2020,USD,RV,1,74726.68,20200311,NAA8,1930638062,1,1.010989011,27-03-2020
12111,U001,200747369,SCHNU corporation,,2020,1930759253,07-04-2020,20200407,20200407,22-04-2020,USD,RV,1,45617.02,20200407,NAA8,1930759253,1,1.010989011,23-04-2020
12115,U001,200769623,WAL-MAR co,,2020,1930725257,02-04-2020,20200331,20200402,17-04-2020,USD,RV,1,13835.84,20200402,NAH4,1930725257,1,1.010989011,18-04-2020
12118,U001,200769623,WAL-MAR systems,,2020,1930650993,15-03-2020,20200314,20200315,30-03-2020,USD,RV,1,56591.59,20200315,NAH4,1930650993,1,1.010989011,31-03-2020
12124,U001,200230690,DECA in,,2020,1930586526,02-03-2020,20200302,20200302,24-03-2020,USD,RV,1,27,20200301,NAM4,1930586526,1,93.66666667,25-06-2020
12132,U001,200759878,SA foundation,,2020,1930586315,04-03-2020,20200301,20200304,19-03-2020,USD,RV,1,13703.13,20200304,NAH4,1930586315,1,1.010989011,20-03-2020
12135,U001,200769623,WAL-MAR corp,,2020,1930753888,07-04-2020,20200406,20200407,22-04-2020,USD,RV,1,29176.02,20200407,NAH4,1930753888,1,1.010989011,23-04-2020
12136,CA02,140106408,WAL-M co,,2020,2960620821,13-03-2020,20200313,20200313,24-03-2020,CAD,RV,1,62785.32,20200314,CA10,2960620821,1,2.169835234,26-03-2020
12139,U001,200148860,DOLLA corporation,,2020,1930756719,08-04-2020,20200406,20200408,23-04-2020,USD,RV,1,58348.62,20200408,NAA8,1930756719,1,1.010989011,24-04-2020
12141,U001,200794332,COST co,,2020,1930646292,13-03-2020,20200313,20200313,28-03-2020,USD,RV,1,21592.43,20200313,NAAX,1930646292,1,1.010989011,29-03-2020
12143,U001,200793513,KROGER corp,,2020,1930706046,28-03-2020,20200326,20200328,12-04-2020,USD,RV,1,17283.5,20200328,NAA8,1930706046,1,1.010989011,13-04-2020
